_dataobs_,Pool,Horses,City_Town_Code,Approx_SQFT,Bedrooms_Plus,Year_Built,__Bedrooms,__Bathrooms,__of_Interior_Levels,Exterior_Stories,Elementary_School,Jr__High_School,High_School,Elem_School_Dist__,High_School_Dist__,Approx_Lot_SqFt,Dwelling_Styles,Loan_Type
18660,Community,N,Chandler,2155,3,1997,3,2,1,1,Adult,Adult,Adult,80,80,10041,Detached,Other
18664,None,N,Chandler,1509,3,1997,3,2.5,2,2,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,6251,Detached,Conventional
18665,None,N,Chandler,1843,3,1980,3,2,1,1,Sirrine,Hendrix,Dobson,4,4,7850,Detached,Conventional
18667,None,N,Chandler,1407,3,1994,3,2,1,1,Independence,Mesquite Jr High,Mesquite High,41,41,7619,Detached,Conventional
18669,None,N,Chandler,1172,3,1982,3,2,1,1,Pomeroy,Summit Academy,Dobson,4,4,7884,Detached,Conventional
18670,Community,N,Chandler,1104,2,1998,2,2,1,1,Adult,Adult,Adult,80,80,4482,Detached,Cash
18673,None,N,Scottsdale,2872,4,2016,4,3.5,1,1,Tonalea,Supai,Coronado High,48,48,7757,Detached,Conventional
18677,Community,N,Scottsdale,2459,3,1995,2,2.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,9611,Detached,Conventional
18682,None,N,Chandler,2870,5,2011,4,2.5,1,1,San Tan,San Tan,Perry,80,80,9490,Detached,Conventional
18687,Private,N,Scottsdale,1380,3,1970,3,2,1,1,Pueblo,Mohave,Saguaro,48,48,7576,Detached,Conventional
18695,Private,Y,Fountain Hills,6251,4,2010,4,6,1,1,Fountain Hills,Fountain Hills Middl,Fountain Hills,98,98,51418,Detached,Conventional
18698,Private,N,Scottsdale,1654,5,1966,4,2,1,1,Pueblo,Mohave,Saguaro,48,48,7704,Detached,Cash
18702,Private,N,Scottsdale,2173,3,1968,3,2,1,1,Navajo,Mohave,Saguaro High,48,48,13533,Detached,Conventional
18712,Community,N,Scottsdale,6388,9,2007,6,5.5,2,2,Copper Ridge,Copper Ridge Middle,Chaparral High,48,48,14484,Detached,Cash
18735,Community,N,Chandler,1763,3,2018,3,2.5,2,2,Haley Elementary,Santan Junior High,Perry,80,80,2742,Detached,Conventional
18737,None,N,Chandler,1557,3,2002,3,2,1,1,Basha Elementary Sch,Santan Junior High,Perry,80,80,7171,Detached,Conventional
18738,None,N,Tempe,1050,3,1957,3,1.75,1,1,Holdeman,Gililland,Tempe High School,213,213,7405,Detached,Conventional
18741,Private,N,Scottsdale,3364,5,1957,4,4,2,2,Hopi,Ingleside,Arcadia High,48,48,14545,Detached,Conventional
18743,Both,N,Scottsdale,2965,4,1994,3,3,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,17135,Detached,Cash
18745,None,N,Scottsdale,3903,7,2001,5,4.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,16985,Detached,Other
18746,None,N,Chandler,4800,6,2015,6,4.5,1,1,Haley Elementary,Santan Junior High,Perry,80,80,20060,Detached,Conventional
18755,Private,N,Chandler,3576,5,2007,4,4.5,1,1,John & Carol Carlson,Willie & Coy Payne J,Basha High,80,80,11265,Detached,Conventional
18756,Private,N,Scottsdale,2218,4,1974,4,2,1,1,Kiva,Mohave,Saguaro,48,48,9648,Detached,Conventional
18759,Private,N,Scottsdale,2751,4,1994,3,2.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,8540,Detached,Other
18763,Both,N,Scottsdale,2167,4,2000,3,2,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,13896,Detached,Cash
18764,Private,N,Scottsdale,2216,4,1977,4,2,1,1,Desert Shadows,Desert Shadows,Horizon,69,69,11491,Detached,Conventional
18766,Private,N,Chandler,4461,6,2000,6,4.5,2,2,San Tan,San Tan,Perry,80,80,9880,Detached,Other
18769,Private,N,Scottsdale,2455,3,1969,3,2,1,1,Desert Shadows,Desert Shadows Scott,Horizon School,69,69,23574,Detached,Conventional
18771,Community,N,Scottsdale,2436,5,2020,4,3.5,2,2,Tonalea,Tonalea,Coronado High,48,48,2950,Detached,Conventional
18774,Private,N,Chandler,2575,5,2000,4,2.5,1,1,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,10032,Detached,Conventional
18788,None,N,Fountain Hills,1953,4,1973,3,2,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,15163,Detached,VA
18792,Community,N,Chandler,1966,4,2017,3,2.5,2,2,CT Freedom,Bogle Junior High,Hamilton,80,80,3150,Detached,Conventional
18800,Community,N,Chandler,1535,3,1987,3,2.5,2,2,Shumway,Willis,Chandler High,80,80,4356,Detached,Conventional
18805,Private,N,Tempe,1392,4,1958,3,2,1,1,Frank Elementary Sch,Gililland,Tempe High School,3,213,6673,Detached,Conventional
18815,Private,N,Chandler,3722,6,2002,4,3.5,1,1,Jane D. Hull,Santan Junior High,Basha High,80,80,20143,Detached,Conventional
18822,None,Y,Scottsdale,3275,3,2014,3,2.5,1,1,Horseshoe Trails,Sonoran Trails,Cactus Shadows,93,93,75749,Detached,Conventional
18832,Private,N,Chandler,4011,5,2003,4,3.5,1,1,Santan Elementary,San Tan,Basha High,80,80,10936,Detached,Conventional
18835,Private,N,Tempe,2764,6,1958,5,3,1,1,Broadmor Elementary,McKemy,Tempe High School,3,213,11905,Detached,Conventional
18841,None,N,Chandler,2003,4,1996,4,3,2,2,John M. Andersen,John M Andersen Jr H,Chandler High,80,80,8904,Detached,Conventional
18842,Private,N,Chandler,2125,4,2003,3,2,1,1,Basha Elementary Sch,Santan Junior High,Perry,80,80,7136,Detached,Conventional
18843,Community,N,Scottsdale,1385,2,1996,2,2,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,5554,Detached,Cash
18851,Community,N,Chandler,1372,3,2012,3,2,1,1,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,4680,Detached,Conventional
18856,None,N,Chandler,1817,3,1994,3,2,1,1,CTA Humphrey,Willis,Perry,80,80,7410,Detached,FHA
18857,None,N,Chandler,1557,3,2002,3,2,1,1,Basha Elementary Sch,San Tan,Perry,80,80,7021,Detached,Conventional
18860,None,N,Tempe,1260,3,1961,3,2,1,1,Holdeman,Gililland,Tempe High School,3,213,6294,Detached,Cash
18871,Private,N,Scottsdale,2500,3,1980,3,2,1,1,Copper Ridge,Copper Ridge Middle,Chaparral High,48,48,14268,Detached,Conventional
18883,Private,N,Chandler,2744,5,1994,5,3,2,2,Kyrene de las Brisas,Kyrene Aprende,Corona del Sol,28,213,8346,Detached,Conventional
18884,Private,N,Scottsdale,2322,4,1992,4,3,2,2,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,9445,Detached,Conventional
18897,None,N,Chandler,1627,3,1995,3,2,1,1,Galveston,Willis,Chandler High,80,80,4779,Detached,Cash
18901,None,N,Scottsdale,3093,5,2018,3,3.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,49734,Detached,Conventional
18918,Private,N,Tempe,2079,3,1963,3,2.5,1,1,Broadmor Elementary,Tempe Academy Of Int,Tempe High School,3,213,11400,Detached,VA
18928,Private,N,Fountain Hills,5057,5,1995,4,4,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,20948,Detached,Other
18930,Private,N,Fountain Hills,3266,5,2003,3,3,1,1,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,15101,Detached,Cash
18935,Private,N,Scottsdale,2160,5,1966,4,3,3,2,Pueblo,Mohave,Saguaro,48,48,7700,Detached,Conventional
18936,Private,N,Scottsdale,2345,4,1978,4,3,1,1,Sandpiper,Desert Shadows Scott,Paradise Valley,69,69,10747,Detached,Conventional
18945,None,N,Chandler,1120,3,1995,3,2,1,1,Gavilan Peak,Willis,Hamilton,80,80,4996,Detached,Conventional
18952,None,N,Chandler,1812,4,1995,4,2,1,1,Sandpiper,Willis,Hamilton,80,80,5676,Detached,Conventional
18953,Private,N,Chandler,1574,3,1979,3,2,1,1,Jordan Elementary,Summit Academy,Dobson,4,4,7349,Detached,VA
18963,Private,Y,Scottsdale,3503,4,2005,4,4.5,1,1,Horseshoe Trails,Sonoran Trails,Cactus Shadows,93,93,47850,Detached,Conventional
18965,Private,N,Scottsdale,1822,4,1959,4,2,1,1,Tonalea,Supai,Saguaro High,48,48,8644,Detached,Conventional
18974,Private,N,Chandler,2167,5,1995,4,2.5,2,2,Frye,Willis,Hamilton,80,80,8686,Detached,Conventional
18978,Private,N,Scottsdale,4982,6,1996,5,4.5,2,2,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,32061,Detached,Conventional
18979,Private,N,Scottsdale,4896,6,2002,4,4.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,51233,Detached,Cash
18981,Private,N,Scottsdale,3964,4,1994,4,3,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,21160,Detached,Conventional
18982,Both,N,Fountain Hills,4357,5,2002,3,3.5,3,2,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,36121,Detached,Conventional
18984,Private,N,Chandler,4685,6,2007,4,3.5,1,1,Ira A. Fulton,Santan Junior High,Hamilton,80,80,19633,Detached,Conventional
18991,Private,N,Scottsdale,2895,6,1976,4,2.5,2,1,Desert Shadows,Desert Shadows Scott,Horizon School,69,69,14382,Detached,Conventional
18996,Private,N,Chandler,3868,6,2016,4,3,2,2,Audrey and Robert Ry,Willie & Coy Payne J,Perry,80,80,8543,Detached,Conventional
18998,Private,N,Chandler,2345,4,1997,4,2,1,1,Ann Marie Jacobson,Bogle Junior High,Hamilton,80,80,20743,Detached,Conventional
19002,Community,N,Scottsdale,1975,3,1995,3,2,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,8305,Detached,Conventional
19012,Private,N,Scottsdale,1830,4,1959,4,3,1,1,Tonalea,Supai,Coronado High,48,48,7327,Detached,Cash
19018,Private,N,Tempe,1990,4,1968,4,3,1,1,Hudson,McKemy,McClintock,3,210,8451,Detached,Conventional
19029,Private,N,Tempe,1606,3,1961,3,2.5,1,1,Tonalea,Supai,Coronado,48,48,5994,Detached,Conventional
19037,Private,N,Chandler,1637,4,1995,3,2,1,1,Sanborn,Willis,Chandler High,80,80,5615,Detached,Conventional
19044,Private,N,Scottsdale,3883,6,2020,5,4,1,1,Desert Sun,Desert Canyon Middle,Cactus Shadows,93,93,94410,Detached,Conventional
19065,None,N,Chandler,3067,6,2003,4,2.5,2,2,Ira A. Fulton,Santan Junior High,Hamilton,80,80,9045,Detached,Conventional
19067,Private,N,Chandler,2436,4,2000,4,2,1,1,Santan Elementary,Santan Junior High,Hamilton,80,80,11140,Detached,Conventional
19068,None,N,Scottsdale,1486,3,1958,3,2,1,1,Tonalea,Supai,Coronado,48,48,6737,Detached,Conventional
19078,None,N,Tempe,1376,3,1994,3,2,1,1,Kyrene de las Manita,Pueblo,Mountain Pointe,28,213,7200,Detached,Conventional
19087,Both,N,Scottsdale,3157,5,1999,5,2.5,1,1,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,11248,Detached,Conventional
19089,Private,N,Tempe,3754,8,1997,5,3,2,2,C. I. Waggoner,Kyrene Middle,Corona del Sol,28,213,10594,Detached,VA
19106,Private,N,Fountain Hills,1843,3,1994,3,2,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,12998,Detached,Conventional
19110,Private,N,Fountain Hills,1672,3,1989,3,2,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,14127,Detached,Conventional
19114,None,N,Tempe,1988,4,1986,4,2,1,1,Kyrene de la Maripos,Kyrene Middle,Marcos De Niza,28,3,8668,Detached,Conventional
19118,None,N,Chandler,1259,3,1984,3,2,1,1,Kyrene de la Mirada,Kyrene del Pueblo,Mountain Pointe,28,213,7854,Detached,Conventional
19123,Community,N,Scottsdale,3109,3,1995,3,2,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,12665,Detached,Conventional
19124,Both,N,Scottsdale,3108,4,2002,3,3.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,12281,Detached,Conventional
19127,Private,N,Scottsdale,2942,5,1996,4,2.5,1,1,Copper Canyon,Sunrise Middle,Horizon School,69,69,11248,Detached,Conventional
19129,Private,N,Scottsdale,3098,3,1993,3,3,3,2,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,26359,Detached,Conventional
19134,Private,N,Tempe,3649,4,1994,4,3,2,2,Kyrene del Norte,Kyrene Middle,Marcos De Niza,28,213,9836,Detached,Conventional
19146,Private,N,Chandler,1420,3,1982,3,2,1,1,John M. Andersen,John M Andersen Jr H,Chandler High,80,80,8525,Detached,Conventional
19147,Private,N,Tempe,1444,3,1977,3,2,1,1,Rover,Fees,Marcos De Niza,3,213,7701,Detached,Conventional
19150,Private,N,Chandler,1538,4,1985,3,2,1,1,Kyrene de la Mirada,Kyrene del Pueblo,Corona del Sol,28,213,8394,Detached,Conventional
19152,Private,N,Tempe,1217,4,1979,3,1.75,1,1,Wood,Fees,Tempe High School,3,213,7597,Detached,Conventional
19157,None,N,Scottsdale,1866,7,1950,6,2,1,1,Kiva,Mohave,Saguaro High,48,48,8844,Detached,Conventional
19161,Private,N,Scottsdale,2879,4,1996,3,2.5,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,10038,Detached,Cash
19163,None,N,Scottsdale,2836,4,1997,3,2.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,7803,Detached,Conventional
19171,Private,N,Chandler,3076,5,1993,5,3,2,2,Kyrene de la Mirada,Pueblo del Sol,Corona del Sol,28,213,7153,Detached,Conventional
19178,Community,N,Chandler,1845,3,2013,3,2,1,1,Ira A. Fulton,Santan Junior High,Hamilton,80,80,4680,Detached,Conventional
19179,None,N,Scottsdale,1684,3,1957,3,2,1,1,Tonalea,Supai,Coronado High,48,48,7657,Detached,Conventional
19188,Private,N,Chandler,2370,5,2001,4,2.5,2,2,Jane D. Hull,Santan Junior High,Basha High,80,80,3750,Detached,Cash
19201,None,N,Scottsdale,1373,4,1955,3,2,1,1,Tavan,Ingleside,Arcadia High,48,48,6363,Detached,Cash
19215,Private,N,Scottsdale,2343,5,1980,4,2.5,1,1,Desert Shadows,Desert Shadows Scott,Horizon,69,69,14518,Detached,Conventional
19223,None,N,Tempe,2279,4,1994,3,2,1,1,Kyrene de las Manita,Kyrene del Pueblo,Mountain Pointe,28,213,9492,Detached,Conventional
19227,None,N,Chandler,2003,4,2009,3,2.5,2,2,Shumway,Willis,Chandler High,80,80,4276,Detached,Conventional
19234,Private,N,Scottsdale,4550,6,1982,4,4,1,1,Sonoran Sky Scotts,Desert Shadows Scott,Horizon School,69,69,40199,Detached,Conventional
19240,Private,N,Tempe,3121,8,1920,6,2,2,2,Carminati,Gililland,Tempe High School,3,3,42786,Detached,Conventional
19246,Private,N,Scottsdale,1736,3,2004,3,2,1,1,Pima,Supai,Coronado,48,48,10369,Detached,Conventional
19250,Private,N,Chandler,2537,6,1999,4,3,1,1,Sanborn,Willis,Chandler High,80,80,7714,Detached,Cash
19255,None,N,Scottsdale,1564,3,1964,3,1.75,1,1,Pueblo,Mohave,Saguaro High,48,48,7686,Detached,Conventional
19257,Private,N,Tempe,2132,3,1978,3,2,1,1,Fuller,Fees,Marcos De Niza,3,3,7884,Detached,Conventional
19260,Private,N,Tempe,1511,3,1974,3,2,1,1,Roosevelt,Carson Junior High,Westwood,4,4,7357,Detached,Conventional
19265,Private,N,Chandler,1627,3,1997,3,2,1,1,Sanborn,Willis,Hamilton,80,80,6055,Detached,Conventional
19270,None,N,Chandler,1463,3,1981,3,2,1,1,Sirrine,Hendrix,Dobson,4,4,7357,Detached,Conventional
19282,Private,N,Scottsdale,4198,5,1994,5,3.5,1,1,Sonoran Sky Scotts,Desert Shadows,Horizon School,69,69,16312,Detached,Conventional
19299,None,N,Scottsdale,2887,4,1996,4,3,2,2,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,16453,Detached,Conventional
19301,Private,N,Tempe,2813,4,1986,4,3,2,2,Kyrene de la Maripos,Kyrene del Pueblo,Corona del Sol,28,3,10755,Detached,Conventional
19304,Private,N,Scottsdale,2007,4,1993,3,2,1,1,Redfield Elementary,Desert Canyon,Desert Mountain High,48,48,9060,Detached,Cash
19306,Private,N,Scottsdale,1794,3,1979,3,2,1,1,Liberty Scottsdale,Sunrise Middle,Horizon School,69,69,10704,Detached,Conventional
19312,None,N,Chandler,2450,5,1995,3,2.5,2,2,Dr. Howard K. Conley,John M Andersen Jr H,Chandler High,80,80,6319,Detached,Conventional
19315,None,N,Chandler,2136,3,1999,3,3,1,1,Sanborn,Willis,Chandler High,80,80,8673,Detached,Conventional
19317,Private,N,Chandler,1640,4,2000,3,2,1,1,Rudy G. Bologna,Arizona College Prep,Arizona College PEC,80,80,8668,Detached,Conventional
19325,Private,N,Chandler,1574,3,1979,3,2,1,1,Pomeroy,Hendrix,Dobson,4,4,8651,Detached,FHA
19327,None,N,Chandler,1288,3,1983,3,1.75,1,1,Sanborn,Andalucia Middle,Chandler High,80,80,7545,Detached,FHA
19328,None,N,Chandler,1197,3,1986,3,2,1,1,Kyrene del Sureno,Kyrene Aprende,Corona del Sol,28,213,5266,Detached,FHA
19330,None,N,Chandler,1350,3,1993,3,2,1,1,Kyrene de las Brisas,Kyrene Aprende,Corona del Sol,28,213,4173,Detached,Cash
19333,Community,N,Scottsdale,3740,5,1993,4,3,2,2,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,17455,Detached,Conventional
19341,None,N,Scottsdale,3045,4,1994,4,2.5,1,1,Cochise,Cocopah,Chaparral High,48,48,10480,Detached,Conventional
19347,Community,N,Scottsdale,2197,3,1990,3,2,1,1,Cochise,Cocopah,Chaparral High,48,48,5921,Detached,Conventional
19351,Private,N,Tempe,2763,5,1998,4,3,2,2,C. I. Waggoner,Kyrene Middle,Corona del Sol,28,213,5902,Detached,Conventional
19355,None,N,Fountain Hills,2224,3,1995,3,2.5,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,11907,Detached,Conventional
19357,None,N,Chandler,2010,4,2018,3,2,1,1,Adult,Adult,Adult,80,80,6709,Detached,Cash
19368,None,N,Tempe,2020,4,1965,4,2,1,1,Broadmor Elementary,Tempe Academy Of Int,Tempe High School,3,213,11879,Detached,Other
19369,Both,N,Tempe,1391,3,1984,3,2,1,1,C. I. Waggoner,Kyrene Middle,Corona del Sol,28,213,4643,Detached,Cash
19374,Private,N,Fountain Hills,1160,3,1981,3,2,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,11665,Detached,Other
19375,Community,N,Chandler,1339,3,1985,3,2.5,2,2,Kyrene del Sureno,Kyrene Aprende,Corona del Sol,28,3,4677,Detached,Conventional
19377,None,N,Chandler,1022,3,1985,3,2,1,1,Franklin West,Freedom,Dobson,4,4,3994,Detached,Conventional
19385,Private,N,Scottsdale,3356,6,2000,5,3,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,13315,Detached,Conventional
19392,None,N,Chandler,2575,4,2020,3,2.5,1,1,T. Dale Hancock,Bogle Junior High,Hamilton,80,80,9063,Detached,VA
19394,Private,N,Tempe,2398,4,1963,4,3,3,2,Carminati,McKemy,Tempe High School,3,213,7357,Detached,Conventional
19397,Private,N,Chandler,1673,3,1997,3,2,1,1,Ann Marie Jacobson,Bogle Junior High,Hamilton,80,80,7331,Detached,Conventional
19399,Private,N,Scottsdale,1812,3,1989,3,2,1,1,Redfield Elementary,Mountainside,Desert Mountain High,48,48,5043,Detached,Conventional
19401,Private,N,Scottsdale,1600,3,1958,3,2,1,1,Tonalea,Supai,Coronado High,48,48,7556,Detached,Other
19402,None,N,Chandler,2192,4,2002,4,2,1,1,Basha Elementary Sch,Santan Junior High,Perry,80,80,9300,Detached,VA
19407,Private,N,Tempe,1832,3,1971,3,2,1,1,Evans,McKemy,McClintock,3,213,8259,Detached,Cash
19409,None,N,Chandler,1430,3,1997,3,2,1,1,Sanborn,Willis,Chandler High,80,80,4774,Detached,Conventional
19426,None,N,Chandler,2337,4,2007,4,2.5,1,1,John & Carol Carlson,Willie & Coy Payne J,Basha High,80,80,9675,Detached,Cash
19430,Private,N,Tempe,1632,4,1969,4,2,1,1,Hudson,Connolly,McClintock,3,213,7937,Detached,Conventional
19433,Private,N,Chandler,2192,5,2002,4,2.5,2,2,Navarrete,San Tan,Basha High,80,80,9757,Detached,Conventional
19446,None,N,Scottsdale,1638,3,1979,3,2,1,1,Desert Springs,Desert Shadows Scott,Horizon School,69,69,8007,Detached,Other
19447,None,Y,Scottsdale,1639,3,2018,3,2,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,57758,Detached,Conventional
19450,Private,N,Chandler,1999,4,1995,4,2.5,2,2,Galveston,Willis,Chandler High,80,80,5001,Detached,Conventional
19454,None,N,Chandler,1620,3,1983,3,2.5,2,2,CTA Independence,CTA Independence,Chandler High,80,80,4421,Detached,Conventional
19455,None,N,Tempe,1471,4,1973,3,2,1,1,Aguilar,Fees,Marcos De Niza,28,213,7145,Detached,Cash
19457,Community,N,Scottsdale,2960,4,1993,3,3,1,1,Cochise,Cocopah,Chaparral High,48,48,9977,Detached,Cash
19458,Private,N,Scottsdale,4060,6,2005,4,3.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,50847,Detached,Conventional
19459,None,N,Fountain Hills,4399,4,1985,3,3.5,2,2,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,25191,Detached,Cash
19460,Private,N,Scottsdale,3025,5,1997,4,2.5,2,2,Copper Canyon,Desert Shadows Scott,Horizon School,69,69,12590,Detached,Conventional
19462,Private,N,Chandler,2944,4,2001,4,2.5,1,1,Rudy G. Bologna,Willis,Perry,80,80,9836,Detached,Conventional
19491,Private,N,Scottsdale,3356,6,1999,5,3,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,13230,Detached,Conventional
19495,Private,N,Scottsdale,2134,3,1983,3,2,1,1,Cochise,Cocopah,Chaparral High,48,48,7254,Detached,Cash
19505,Private,N,Scottsdale,2495,4,1991,3,2,1,1,Copper Canyon,Sunrise Middle,Horizon School,69,69,10319,Detached,Conventional
19509,None,N,Fountain Hills,2433,3,1973,3,2,1,1,Fountain Hills,Fountain Hills,Fountain Hills,98,98,14353,Detached,Cash
19513,None,N,Scottsdale,1463,3,1962,3,2,1,1,Pueblo,Mohave,Saguaro High,48,48,6959,Detached,Conventional
19518,Private,N,Chandler,2049,4,1998,4,2,1,1,CTA Liberty,Willis,Perry,80,80,8050,Detached,Conventional
19522,None,N,Chandler,2178,4,2003,4,2.5,2,2,Ira A. Fulton,San Tan,Hamilton,80,80,4907,Detached,Conventional
19525,Private,N,Chandler,1262,3,1985,3,2,1,1,Kyrene del Cielo,Kyrene Aprende,Tempe High School,28,213,5929,Detached,Conventional
19535,Private,N,Chandler,6899,11,1999,9,8.5,1,1,San Marcos,Bogle Junior High,Chandler High,80,80,21520,Detached,Conventional
19536,Private,N,Fountain Hills,5615,6,2006,4,3.5,2,2,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,46474,Detached,Conventional
19539,Private,Y,Scottsdale,2919,3,1987,3,3.5,1,1,Pinnacle Peak,Mountain Trail,Paradise Valley,69,69,1,Detached,Conventional
19540,Both,N,Scottsdale,2729,4,2002,4,2.5,1,1,Grayhawk,Mountain Trail,Pinnacle,69,69,8169,Detached,Conventional
19541,Private,N,Scottsdale,3468,5,1994,5,4,2,2,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,10319,Detached,Cash
19542,Private,N,Scottsdale,2299,4,1976,4,2.5,1,1,Desert Springs,Desert Shadows Scott,Horizon School,69,69,10607,Detached,Conventional
19545,Private,N,Scottsdale,3318,6,1991,5,3,2,2,Copper Ridge,Copper Ridge Middle,Chaparral High,48,48,9754,Detached,Cash
19552,Community,N,Scottsdale,2197,3,1989,3,2,1,1,Cochise,Cocopah,Chaparral High,48,48,5603,Detached,Conventional
19556,Private,N,Chandler,3012,4,2004,3,2.5,1,1,Dr. Howard K. Conley,Santan Junior High,Hamilton,80,80,12511,Detached,Conventional
19562,Private,N,Scottsdale,2472,4,1992,4,2.5,2,2,North Ranch,Desert Shadows Scott,Horizon School,69,69,7053,Detached,Cash
19570,Private,N,Chandler,2186,4,1981,4,2,1,1,Sirrine,Summit Academy,Dobson,4,4,9566,Detached,Conventional
19577,None,N,Chandler,1989,4,2000,3,2,1,1,Rudy G. Bologna,San Tan,Perry,80,80,11275,Detached,Conventional
19585,None,N,Chandler,1506,3,1994,3,2,1,1,Frye,Willis,Hamilton,80,80,7022,Detached,FHA
19590,Private,N,Scottsdale,4278,6,1996,5,4.5,1,1,Pinnacle Peak,Mountain Trail,Pinnacle,69,69,54007,Detached,Cash
19593,Private,N,Scottsdale,3730,4,2002,3,2.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,32968,Detached,Conventional
19598,Private,N,Scottsdale,4046,5,2002,5,3.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,69052,Attached,Cash
19601,Private,N,Scottsdale,2571,5,1996,4,2.5,2,2,Copper Ridge,Copper Ridge,Chaparral High,48,48,7478,Detached,Cash
19605,Private,N,Fountain Hills,2380,3,2000,2,2,1,1,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,12584,Detached,Conventional
19609,Community,N,Scottsdale,1702,3,1998,3,2,1,1,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,6665,Detached,Conventional
19617,None,N,Tempe,1383,3,1978,3,2,1,1,Carminati,Gililland,Tempe High School,3,213,7396,Detached,Conventional
19620,Community,N,Chandler,1790,4,2005,3,2.5,2,2,Rudy G. Bologna,Santan Junior High,Perry,80,80,3430,Detached,Cash
19623,Private,N,Scottsdale,7713,8,1974,6,4.5,2,2,Cochise,Cocopah,Chaparral High,48,48,43709,Detached,Cash
19657,Community,N,Scottsdale,2406,4,1991,2,2.5,1,1,Laguna,Mountainside,Desert Mountain,48,48,7500,Detached,Cash
19660,None,N,Chandler,3917,5,2005,4,4.5,1,1,Haley Elementary,Willie & Coy Payne J,Perry,80,80,10000,Detached,Conventional
19665,Private,N,Scottsdale,2190,4,1985,4,2,1,1,Desert Springs,Desert Shadows Scott,Horizon School,69,69,11818,Detached,Conventional
19669,Private,N,Scottsdale,2017,4,1979,4,2,1,1,Liberty Scottsdale,Sunrise Middle,Horizon School,69,69,9891,Detached,Conventional
19670,None,N,Fountain Hills,3170,4,1983,3,3,2,2,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,14998,Detached,Conventional
19671,None,N,Tempe,1721,4,1969,4,2,1,1,Curry,Connolly,McClintock,3,3,14675,Detached,Conventional
