_dataobs_,Pool,Horses,Sold_Price,City_Town_Code,Approx_SQFT,Bedrooms_Plus,Year_Built,__Bedrooms,__Bathrooms,__of_Interior_Levels,Exterior_Stories,Elementary_School,Jr__High_School,High_School,Elem_School_Dist__,High_School_Dist__,Approx_Lot_SqFt,Dwelling_Styles,Loan_Type
5914,Private,N,755000,Scottsdale,1800,3,1961,3,2,1,1,Hohokam Scottsdale,Tonalea,Coronado High,48,48,6770,Detached,Conventional
5915,Private,N,755000,Scottsdale,2619,4,1976,4,3,1,1,Kiva,Mohave,Saguaro High,48,48,7970,Attached,Conventional
5916,Community,N,715000,Scottsdale,1974,3,1995,2,2,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,7532,Detached,Other
5917,None,N,690000,Scottsdale,1568,3,1990,3,2,1,1,Copper Ridge,Copper Ridge Middle,Chaparral High,48,48,4686,Detached,Conventional
5919,Private,N,635000,Scottsdale,1470,3,1961,3,2,1,1,Hohokam Scottsdale,Supai,Coronado High,48,48,6941,Detached,Conventional
5921,Private,N,575000,Tempe,1116,3,1962,3,2,1,1,Yavapai,Tonalea,Coronado High,48,48,6016,Detached,Conventional
5922,Private,N,565000,Scottsdale,1290,3,1960,3,1.75,1,1,Hohokam Scottsdale,Tonalea,Coronado High,48,48,6654,Attached,Conventional
5923,Community,N,550000,Chandler,1894,3,2004,3,2,1,1,Adult,Adult,Adult,0,80,8970,Detached,Conventional
5924,None,N,549000,Chandler,2441,5,2012,4,3,2,2,Galveston,Willis,Chandler High,80,80,5100,Detached,Other
5925,None,N,530000,Scottsdale,1654,3,1960,3,2,1,1,Tonalea,Supai,Coronado High,48,48,6997,Detached,Cash
5926,None,N,524000,Chandler,1871,3,2006,3,2,1,1,San Tan,San Tan Heights,Perry,80,80,9381,Detached,Conventional
5927,Private,N,520000,Chandler,1488,3,1995,3,2,1,1,Kyrene de la Paloma,Kyrene del Pueblo,Corona del Sol,28,213,6978,Detached,Conventional
5929,None,Y,498900,Scottsdale,1639,3,2021,3,2,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,43586,Detached,Conventional
5930,Private,N,495000,Chandler,2074,4,1984,4,2,1,1,Sirrine,Hendrix,Dobson,4,4,10263,Detached,Conventional
5931,Private,N,490000,Chandler,1772,3,1980,3,2,1,1,Pomeroy,Summit Academy,Dobson,4,4,9322,Detached,VA
5932,Private,N,475000,Chandler,1841,4,1993,3,2.5,2,2,Kyrene del Cielo,Kyrene Aprende,Corona del Sol,28,213,5288,Detached,Conventional
5934,Community,N,460000,Chandler,1726,4,1994,4,2.5,2,2,Shumway,Willis,Chandler High,80,80,4478,Detached,Cash
5936,None,N,454000,Tempe,1629,3,1986,3,2,1,1,Kyrene de la Maripos,Kyrene Middle,Marcos De Niza,28,213,9331,Detached,Conventional
5938,None,N,440500,Chandler,1618,3,1995,3,2,1,1,Rudy G. Bologna,John M Andersen Elem,Chandler High,80,80,6334,Detached,Conventional
5939,None,N,437000,Fountain Hills,1326,3,1984,3,2,1,1,Foothills Phoenix,Fountain Hills Middl,Fountain Hills,98,98,10846,Detached,Conventional
5940,Community,N,410000,Chandler,1483,2,1986,2,2,1,1,Kyrene de la Mirada,Kyrene del Pueblo,Corona del Sol,28,3,5319,Detached,Cash
5941,Private,N,395000,Tempe,1752,4,1963,4,1.75,1,1,Hudson,Connolly,McClintock,3,213,7667,Detached,Cash
5942,None,N,350000,Tempe,1320,4,1970,4,2,1,1,Curry,Connolly,McClintock,3,213,5829,Detached,Conventional
5944,Private,N,1025000,Scottsdale,4154,6,1982,4,3.5,2,2,North Ranch,Sunrise Middle,Horizon,69,69,16752,Detached,Other
5946,None,N,862000,Scottsdale,2385,3,1996,3,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,7089,Detached,Cash
5948,Private,N,780000,Chandler,3079,4,2016,3,3.5,2,2,CTA Humphrey,Willis,Chandler High,80,80,8075,Detached,Conventional
5950,Private,N,719500,Fountain Hills,1918,4,1995,3,3,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,17694,Detached,Conventional
5951,Private,N,715000,Chandler,3272,7,2002,5,3.5,2,2,Ira A. Fulton,Santan Junior High,Hamilton,80,80,9137,Detached,Conventional
5952,Both,N,679000,Scottsdale,1556,3,1999,2,2,1,1,Copper Ridge,Copper Ridge Middle,Chaparral High,48,48,4942,Detached,Conventional
5953,None,N,647500,Chandler,3753,8,2005,5,4,2,2,Challenger Elem,Navarrete Elementary,Willie & Coy Payne J,80,80,8200,Detached,Conventional
5954,Private,N,635000,Chandler,3026,6,1999,4,3,2,2,Basha Elementary Sch,Bogle Junior High,Hamilton,80,80,7020,Detached,VA
5955,None,N,632500,Scottsdale,2006,4,1961,4,2,1,1,Pima,Supai,Coronado High,48,48,9954,Detached,Other
5956,Private,N,617900,Chandler,2137,4,2003,3,2,1,1,Jane D. Hull,Santan Junior High,Basha High,80,80,13617,Detached,Other
5957,None,N,580000,Fountain Hills,2433,3,1973,3,2,1,1,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,14353,Detached,Conventional
5958,None,N,545000,Chandler,2046,4,2003,4,2,1,1,Basha Elementary Sch,Bogle Junior High,Hamilton,80,80,7350,Detached,Conventional
5959,None,Y,535000,Scottsdale,1634,3,2018,3,2,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,43592,Detached,Conventional
5961,Community,N,530000,Tempe,2268,4,1975,4,2.5,2,2,Rover,Fees,Marcos De Niza,3,213,6007,Detached,Conventional
5962,Private,N,505000,Chandler,1588,4,1995,3,2.5,2,2,Frye,Willis,Hamilton,80,80,6913,Detached,Conventional
5963,None,N,500000,Chandler,1892,5,2000,5,3,1,1,Chandler Traditional,Willis,Hamilton,80,80,5689,Detached,Conventional
5964,None,N,497000,Chandler,2003,4,2008,3,3,2,2,Shumway,Willis,Chandler High,80,80,4155,Detached,Conventional
5966,Private,N,475000,Tempe,1556,3,1981,3,2,1,1,Fuller,Fees,Marcos De Niza,28,213,9339,Detached,Conventional
5967,None,N,452000,Chandler,1455,3,1985,3,2,1,1,Kyrene de la Paloma,Kyrene del Pueblo,Corona del Sol,28,213,8433,Detached,FHA
5968,None,N,440000,Chandler,2063,4,2002,3,2.5,2,2,Sirrine,Hendrix,Dobson,4,4,4091,Detached,Cash
5969,None,N,435000,Chandler,1600,3,1994,3,2,1,1,Sanborn,Willis,Hamilton,80,80,5313,Detached,Other
5970,None,N,423000,Chandler,1333,3,1995,3,2,1,1,Shumway,Willis,Chandler High,80,80,6896,Detached,Conventional
5971,None,N,376000,Chandler,2004,4,1978,3,2,1,1,Pomeroy,Hendrix,Dobson,4,4,6462,Detached,Cash
5972,None,N,360000,Tempe,1098,3,1984,3,2.5,2,2,Scales,Gililland,Tempe High School,3,213,1494,Detached,Cash
5973,None,N,350000,Chandler,1352,3,1971,3,1,1,1,Galveston,Willis,Mesquite High,80,80,7026,Detached,Cash
5974,None,N,332500,Chandler,1310,3,1983,3,2,1,1,Hale,Willis,Hamilton,80,80,5482,Detached,Cash
5975,Community,N,275000,Chandler,969,2,1994,2,2,1,1,Adult,Adult,Adult,80,80,4021,Detached,Conventional
5976,Both,N,1499000,Scottsdale,3865,5,1997,3,3.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,32002,Detached,Cash
5977,Both,N,1425000,Scottsdale,3297,5,1997,3,3.5,1,1,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,11808,Detached,Conventional
5978,Private,N,1415000,Scottsdale,3060,4,1996,3,2.5,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,9750,Detached,Cash
5979,Private,N,1226000,Fountain Hills,3817,4,2001,4,4.5,1,1,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,35632,Detached,Other
5980,Private,N,1160000,Scottsdale,4281,6,1995,4,3,1,1,Copper Canyon,Sunrise,Horizon School,69,69,9831,Detached,Conventional
5981,Private,N,1135000,Scottsdale,2844,3,2005,3,3,1,1,Desert Willow Cave,Sonoran Trails,Cactus Shadows,93,93,10342,Detached,Conventional
5983,Private,N,880000,Fountain Hills,2272,3,1999,3,2.5,1,1,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,8204,Detached,Conventional
5984,Private,N,825000,Scottsdale,2159,4,1996,3,2,1,1,Copper Canyon,Sunrise Middle,Horizon School,69,69,14172,Detached,Conventional
5985,Community,N,815000,Scottsdale,2366,3,1996,3,2,1,1,Grayhawk,Mountain Trail,Pinnacle Peak,69,69,6892,Detached,Conventional
5986,Private,N,796000,Scottsdale,2119,3,1979,3,2,1,1,Liberty Scottsdale,Sunrise Middle,Horizon School,69,69,10001,Detached,Conventional
5987,None,N,725000,Fountain Hills,1879,5,1994,3,3,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,15385,Detached,Conventional
5988,Private,N,715355,Tempe,2935,5,1990,4,3,2,2,Kyrene de la Maripos,Kyrene del Pueblo,Corona del Sol,28,213,9426,Detached,Conventional
5989,Community,N,710000,Scottsdale,2060,3,2000,2,2,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,7440,Detached,Conventional
5990,Private,N,679900,Chandler,2737,7,2007,4,2,2,1,Audrey and Robert Ry,Willie & Coy Payne J,Perry,80,80,7713,Detached,Conventional
5991,Private,N,675000,Chandler,3036,4,2001,4,3,1,1,Jane D. Hull,Santan Junior High,Basha High,80,80,10000,Detached,Cash
5992,Private,N,675000,Chandler,3013,6,1996,4,3,2,2,Sanborn,Willis,Chandler High,80,80,13351,Detached,Conventional
5993,None,Y,670000,Scottsdale,2138,4,2000,3,2,1,1,Horseshoe Trails,Sonoran Heights,Cactus Shadows,93,93,43692,Detached,Cash
5995,Community,N,575000,Scottsdale,1768,3,1983,2,2,1,1,Laguna,Mountainside,Desert Mountain High,48,48,5313,Detached,Conventional
5997,Private,N,500000,Chandler,1772,3,1985,3,2,1,1,Sirrine,Summit Academy,Dobson,4,4,9679,Detached,Conventional
5998,Community,N,496000,Chandler,1739,4,1985,4,2,1,1,Kyrene del Sureno,Kyrene Aprende,Corona del Sol,28,213,7000,Detached,Conventional
6001,None,N,430000,Chandler,1703,3,1979,3,2,1,1,Dr. Howard K. Conley,John M Andersen Jr H,Chandler High,80,80,7209,Detached,Conventional
6004,None,N,427000,Tempe,1686,4,1968,4,2,1,1,Laird,Laird,McClintock,3,213,6970,Detached,Conventional
6005,None,N,360000,Tempe,1036,3,1961,3,1.5,1,1,Broadmor Elementary,Connolly,Tempe High School,3,3,6342,Detached,Cash
6007,Private,N,1362000,Scottsdale,3401,4,1992,4,3,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,14385,Detached,Cash
6008,Both,N,1260000,Scottsdale,3752,5,1990,5,4,1,1,Laguna,Mountainside,Desert Mt Middle Sch,48,48,12785,Detached,Conventional
6009,Private,N,1150000,Scottsdale,3462,5,1998,4,3.5,2,2,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,7825,Detached,Conventional
6010,None,N,945000,Chandler,3702,6,2011,5,3.5,1,1,Ira A. Fulton,Bogle Junior High,Hamilton,80,80,12880,Detached,Conventional
6011,Private,N,899000,Chandler,3459,5,2006,5,3,1,1,John & Carol Carlson,Willie & Coy Payne J,Basha High,80,80,14088,Detached,Cash
6012,None,Y,899000,Scottsdale,2463,4,2003,4,2,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,80188,Detached,Conventional
6013,Community,N,770000,Scottsdale,2084,3,1995,2,2,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,7700,Detached,Cash
6015,Community,N,712500,Scottsdale,2081,3,1993,3,2,1,1,Laguna,Mountainside,Desert Mountain High,48,48,6800,Detached,Cash
6016,Private,N,691525,Scottsdale,2218,3,1990,3,2,1,1,Redfield Elementary,Desert Canyon,Desert Mountain High,48,48,8840,Detached,Cash
6017,None,N,685000,Scottsdale,1873,3,1958,3,2,1,1,Tonalea,Tonalea,Coronado High,48,48,8054,Detached,Conventional
6018,Private,N,665125,Scottsdale,2343,4,1991,4,2,1,1,Copper Canyon,Explorer,Horizon School,69,69,9351,Detached,Other
6019,None,N,570000,Chandler,2131,4,1999,3,2,1,1,T. Dale Hancock,Bogle Junior High,Hamilton,80,80,8301,Detached,Conventional
6021,Community,N,560000,Chandler,1953,4,2016,3,2.5,2,2,CTA Independence,Bogle Junior High,Hamilton,80,80,3176,Detached,Cash
6022,None,N,530000,Tempe,2305,6,1962,5,2,1,1,Holdeman,Gililland,Tempe High School,3,213,7253,Detached,Conventional
6023,Private,N,515000,Tempe,1900,3,1980,3,3,1,1,Kyrene Akimel A-Al,Kyrene Middle,Kyrene De La Colina,28,28,13765,Detached,Conventional
6025,Private,N,460000,Chandler,2009,4,1984,4,2,1,1,Chandler High,Abraham Lincoln Trad,Chandler High,80,80,7902,Detached,Other
6027,None,N,454000,Chandler,1833,3,1987,3,2,1,1,Franklin West,Franklin At Alma Ele,Dobson,80,80,7671,Detached,Cash
6029,None,N,432000,Chandler,1379,3,2003,3,2,1,1,Ira A. Fulton,Santan Junior High,Hamilton,80,80,4993,Detached,Conventional
6030,Community,N,365000,Chandler,1258,2,1996,2,2,1,1,Adult,Adult,Adult,80,80,5959,Detached,Conventional
6032,Private,N,1200000,Scottsdale,2557,4,2018,3,2.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,8206,Detached,Cash
6033,Private,N,1175000,Fountain Hills,3694,4,2015,4,3.5,2,2,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,13904,Detached,Conventional
6034,Private,N,928625,Scottsdale,2992,5,2007,4,2.5,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,9841,Detached,Conventional
6035,Private,N,850000,Scottsdale,2372,4,1990,4,2.5,2,2,Desert Springs,Desert Shadows Scott,Horizon School,69,69,7717,Detached,Conventional
6036,Community,N,800000,Chandler,2554,5,2020,4,3,2,2,Other,Bogle Junior High,Hamilton,80,80,3560,Detached,Other
6037,Community,N,780000,Chandler,2342,4,2020,3,3,2,2,Other,Bogle Junior High,Hamilton,80,80,3560,Detached,Cash
6038,Private,N,629100,Scottsdale,1598,4,1974,3,1.75,1,1,Sandpiper,Desert Shadows,Horizon,69,69,9978,Detached,Cash
6039,None,N,525000,Scottsdale,1478,3,1957,3,1.75,1,1,Pima,Supai,Coronado High,48,48,6005,Detached,Cash
6040,Private,N,480000,Tempe,1724,4,1961,4,2,1,1,Holdeman,Gililland,Tempe High School,3,3,5755,Detached,Cash
6042,None,N,450000,Chandler,1462,3,1978,3,2,1,1,Jordan Elementary,Hendrix,Dobson,4,4,7000,Detached,VA
6044,Private,N,1126000,Tempe,3182,4,2006,4,4.5,1,1,C. I. Waggoner,Kyrene Middle,Corona del Sol,28,213,10032,Detached,Conventional
6045,Private,Y,990000,Scottsdale,2991,4,2005,3,2.5,1,1,Horseshoe Trails,Sonoran Trails,Cactus Shadows,93,93,54120,Detached,Conventional
6046,None,N,960000,Scottsdale,2696,4,2018,3,4,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,6001,Detached,Other
6047,Private,N,920000,Scottsdale,2374,4,1976,4,3,1,1,Desert Shadows,Desert Sands,Horizon School,69,69,23746,Detached,Conventional
6048,Private,N,845000,Chandler,3063,5,2004,4,2.5,1,1,T. Dale Hancock,Bogle Junior High,Hamilton,80,80,11650,Detached,Conventional
6049,Private,N,720000,Tempe,3037,5,1994,4,2.5,2,2,Kyrene del Norte,Kyrene Middle,Marcos De Niza,28,213,8607,Detached,Conventional
6051,None,N,650000,Chandler,2531,7,2006,4,3,2,2,Haley Elementary,Santan Junior High,Basha High,80,80,8118,Detached,Cash
6052,Private,N,640000,Chandler,2536,4,1993,4,2,1,1,Kyrene de las Brisas,Kyrene Aprende,Corona del Sol,28,213,8364,Detached,Conventional
6053,None,N,600000,Chandler,2180,4,1991,4,3,2,2,Rudy G. Bologna,Willis,Hamilton,80,80,5158,Detached,Cash
6054,Private,N,465000,Tempe,1446,4,1958,4,1.75,1,1,Holdeman,Gililland,Tempe High School,3,213,6660,Detached,Conventional
6055,Private,N,428000,Tempe,1694,3,1965,3,2,1,1,Hudson,Connolly,McClintock,3,213,8364,Detached,Cash
6056,Both,N,420000,Chandler,1383,3,1986,3,2,1,1,Rudy G. Bologna,Willis,Perry,80,80,6003,Detached,Other
6057,None,N,415000,Chandler,1531,4,1998,3,2,1,1,Galveston,Willis,Willis,80,80,5332,Detached,Cash
6058,None,N,405000,Tempe,1798,3,1968,3,1.75,1,1,Hudson,McKemy,McClintock,3,213,8555,Detached,Cash
6059,Private,N,401400,Chandler,1328,3,1983,3,2,1,1,Chandler Traditional,John M Andersen Jr H,Chandler High,80,80,5545,Detached,Cash
6060,None,N,395000,Chandler,1522,3,1995,3,2,1,1,John M. Andersen,John M Andersen Jr H,Chandler High,80,80,6115,Detached,Conventional
6061,Community,N,390000,Chandler,1166,2,1985,2,2,1,1,Kyrene del Cielo,Kyrene Aprende,Corona del Sol,28,3,4948,Detached,Conventional
6062,None,N,385000,Tempe,1040,3,1961,3,2,1,1,Holdeman,Gililland,Tempe High School,3,210,7283,Detached,Conventional
6063,Community,N,345000,Chandler,1017,2,1996,2,2,1,1,Adult,Adult,Adult,80,80,3440,Detached,Exchange
6064,Private,N,1500000,Scottsdale,3764,5,2000,5,3.5,1,1,Lone Mountain,Sonoran Trails,Cactus Shadows,93,93,49451,Detached,Conventional
6065,Private,N,1485000,Scottsdale,2931,5,1989,5,2.5,1,1,Sonoran Sky Scotts,Desert Shadows,Horizon,69,69,13047,Detached,Conventional
6066,Private,N,1437000,Scottsdale,3610,5,1999,5,3,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,14356,Detached,Conventional
6068,Both,N,1305000,Scottsdale,3636,6,2005,5,3.5,2,2,Copper Ridge,Copper Ridge Middle,Chaparral High,48,48,6463,Detached,Cash
6069,Private,Y,1235000,Scottsdale,4698,6,2004,5,4,2,2,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,46179,Detached,Other
6070,Private,Y,1200000,Chandler,3021,3,2019,3,3.5,1,1,John & Carol Carlson,Willie & Coy Payne J,Basha High,80,80,53955,Detached,Conventional
6071,Private,Y,1050000,Scottsdale,2673,4,1986,4,3,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,63031,Detached,VA
6072,Private,N,1050000,Scottsdale,2312,4,1976,4,3,1,1,Laguna,Mountainside,Desert Mountain High,48,48,36853,Detached,Conventional
6076,Private,N,875000,Scottsdale,2108,4,1960,4,3,1,1,Hohokam Scottsdale,Mohave,Coronado High,48,48,7351,Detached,Exchange
6078,Private,N,850000,Fountain Hills,2225,3,1985,3,3,2,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,12510,Detached,Cash
6079,Community,N,850000,Scottsdale,2306,3,1997,3,2,1,1,Grayhawk,Mountain Trail,Pinnacle,48,48,6834,Detached,Cash
6081,Private,N,825000,Scottsdale,2996,4,1998,3,3.5,1,1,Pinnacle Peak,Sonoran Trails,Pinnacle,69,69,9200,Detached,Cash
6082,Private,N,775000,Scottsdale,2148,4,1968,4,2.5,1,1,Kiva,Mohave,Saguaro High,48,48,11775,Detached,Other
6083,Community,N,775000,Scottsdale,1797,3,2003,2,2,1,1,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,7281,Detached,Cash
6084,None,N,755000,Fountain Hills,2231,4,1992,3,2.5,1,1,Four Peaks Ftn Hills,Fountain Hills,Fountain Hills,98,98,12519,Detached,Conventional
6085,Private,N,727500,Scottsdale,2062,4,1995,3,2.5,2,2,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,6114,Detached,Other
6086,None,N,720000,Chandler,2754,4,2004,4,2.75,1,1,Jane D. Hull,San Tan,Basha High,80,80,12949,Detached,Other
6087,Private,N,715649,Chandler,3903,6,2004,5,4,2,2,Navarrete,Willie & Coy Payne J,Basha High,80,80,8125,Detached,Conventional
6088,None,N,699900,Scottsdale,2088,4,1959,4,2,1,1,Tonalea,Tonalea,Coronado High,48,48,8129,Detached,Conventional
6089,Community,N,676000,Tempe,2484,4,1979,4,2.5,1,1,Rover,Fees,Marcos De Niza,3,213,9749,Detached,Conventional
6090,Community,N,674200,Scottsdale,1524,2,1984,2,2.5,1,1,Cochise,Cocopah,Chaparral High,48,48,5454,Detached,Conventional
6092,None,N,641000,Scottsdale,2027,4,1985,3,2.5,1,1,North Ranch,Desert Shadows Scott,Horizon,69,69,10599,Detached,Cash
6093,Private,N,632500,Chandler,2309,4,2003,4,2,1,1,Navarrete,Willie & Coy Payne J,Basha High,80,80,14583,Detached,Conventional
6094,None,N,610000,Chandler,2125,4,2002,3,2,1,1,Basha Elementary Sch,San Tan,Hamilton,80,80,10495,Detached,Conventional
6095,None,N,610000,Scottsdale,1613,3,1965,3,2,1,1,Pueblo,Mohave,Saguaro,48,48,9216,Detached,Cash
6096,Private,N,599900,Tempe,2008,3,1977,3,2,1,1,Curry,Connolly,McClintock,4,213,8403,Detached,Conventional
6097,Private,N,590000,Chandler,2154,4,2006,4,2,1,1,Haley Elementary,Santan Junior High,Perry,80,80,7985,Detached,Conventional
6099,None,Y,568000,Scottsdale,2468,4,2018,4,2,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,43560,Detached,Conventional
6100,Private,N,565000,Tempe,1642,3,1979,3,2,1,1,Fuller,Fees,Marcos De Niza,28,3,8015,Detached,Conventional
6101,Private,N,535000,Chandler,1827,4,1982,4,2,1,1,Sirrine,Summit Academy,Dobson,4,4,7653,Detached,Conventional
6102,Community,N,535000,Chandler,2386,4,2001,3,2.5,2,2,Navarrete,Willie & Coy Payne J,Basha High,80,80,7040,Detached,Conventional
6103,Private,N,535000,Tempe,2155,4,1979,4,2,1,1,Curry,Connolly,McClintock,3,213,7806,Detached,Conventional
6104,Private,N,520000,Tempe,1674,4,1965,4,2,1,1,Meyer,McKemy,McClintock,3,213,7218,Detached,Conventional
6105,None,N,508000,Chandler,2053,4,2005,3,3,2,2,Kyrene del Cielo,Kyrene Aprende,Corona del Sol,28,213,4690,Detached,Conventional
6106,None,N,495000,Chandler,1842,4,2004,4,2,1,1,Navarrete,Willie & Coy Payne J,Basha High,80,80,7020,Detached,Conventional
6109,Private,N,465000,Chandler,1352,3,1986,3,2,1,1,Sirrine,Summit Academy,Dobson,4,4,8159,Detached,Conventional
6110,None,N,440000,Tempe,1430,5,1969,3,2,1,1,Meyer,Connolly,McClintock,3,213,7183,Detached,Conventional
6111,None,N,429000,Chandler,1306,3,1994,3,2,1,1,Kyrene de la Paloma,Kyrene del Pueblo,Corona del Sol,28,213,5135,Detached,Conventional
6112,Community,N,399000,Chandler,1387,3,2001,2,2,1,1,Jane D. Hull,Santan Junior High,Basha High,80,80,4508,Detached,Cash
6114,None,N,380000,Tempe,1560,3,1972,3,1.75,1,1,Fuller,Fees,McClintock,3,213,10685,Detached,Other
6115,Community,N,375000,Chandler,1258,2,1997,2,2,1,1,Adult,Adult,Adult,80,80,9243,Detached,VA
6116,None,N,374000,Chandler,1072,3,1981,2,2,1,1,Sirrine,Hendrix,Dobson,4,4,6717,Detached,Cash
6117,None,N,365000,Chandler,1208,3,1996,3,2,1,1,Sanborn,Willis,Chandler High,80,80,4861,Detached,Conventional
6118,None,N,338000,Chandler,1296,3,1981,3,1.75,1,1,Chandler Traditional,John M Andersen Jr H,Chandler High,80,80,7710,Detached,Conventional
6120,Community,N,1475000,Scottsdale,2257,3,1999,2,3,1,1,Copper Ridge,Copper Ridge Middle,Chaparral High,48,48,7560,Detached,Cash
6122,Private,N,1275000,Fountain Hills,3225,4,2002,4,3,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,15006,Detached,Other
6123,Private,N,1250000,Scottsdale,3065,4,1994,3,3,1,1,Pinnacle Peak,Explorer,Pinnacle,69,69,51026,Detached,Cash
6124,Private,Y,1185000,Scottsdale,2605,4,1979,4,2.5,1,1,Desert Shadows,Desert Shadows Scott,Horizon,69,69,23790,Detached,Cash
6126,Private,N,960000,Scottsdale,2695,5,2002,4,2.5,1,1,Desert Sun,Desert Sun,Cactus Shadows,93,93,10689,Detached,Cash
6127,Private,N,950000,Chandler,3435,4,2011,4,3.5,1,1,John & Carol Carlson,Willie & Coy Payne J,Basha High,80,80,11965,Detached,VA
6128,None,N,887000,Scottsdale,2325,5,1985,4,2,1,1,Redfield Elementary,Desert Canyon,Desert Mountain High,48,48,11117,Detached,Cash
6129,Private,N,850000,Scottsdale,2677,4,1996,4,2.5,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,8999,Detached,Cash
6130,Private,N,849900,Chandler,4565,6,2005,4,3,2,2,Jane D. Hull,Bogle Junior High,Hamilton,80,80,9458,Detached,Carryback
6131,Community,N,845000,Scottsdale,2179,3,1989,3,2,1,1,Laguna,Mountainside,Desert Mountain High,48,48,6783,Detached,Cash
6132,Both,N,815000,Scottsdale,2114,4,1999,3,2,1,1,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,6050,Detached,Conventional
